ID,target
ID_test_193,91.102882
ID_test_194,63.983479
ID_test_195,85.673317
ID_test_196,19.004200
ID_test_197,79.482628
ID_test_198,93.324669
ID_test_199,100.717873
ID_test_200,105.052902
ID_test_201,16.771173
ID_test_202,22.512499
ID_test_203,87.401810
ID_test_204,40.780285
ID_test_205,43.775169
ID_test_206,90.195107
ID_test_207,63.891449
ID_test_208,130.847488
ID_test_209,95.347504
ID_test_210,65.848839
ID_test_211,189.068542
ID_test_212,36.136234
ID_test_213,66.901596
ID_test_214,111.367836
ID_test_215,45.593163
ID_test_216,16.557409
ID_test_217,56.710766
ID_test_218,57.452579
ID_test_219,93.854996
ID_test_220,61.016071
ID_test_221,35.593189
ID_test_222,8.537399
ID_test_223,68.283386
ID_test_224,73.821457
ID_test_225,29.241356
ID_test_226,72.546127
ID_test_227,52.407501
ID_test_228,34.247326
ID_test_229,39.825047
ID_test_230,44.753136
ID_test_231,61.913891
ID_test_232,53.081512
ID_test_233,116.374741
ID_test_234,56.321743
ID_test_235,68.275368
ID_test_236,94.375519
ID_test_237,34.591862
ID_test_238,69.880501
ID_test_239,18.653833
ID_test_240,111.985611
ID_test_241,60.567390
ID_test_242,106.526390
ID_test_243,32.092216
ID_test_244,47.423481
ID_test_245,19.910597
ID_test_246,48.328758
ID_test_247,62.599243
ID_test_248,42.427219
ID_test_249,28.726393
ID_test_250,28.575483
ID_test_251,41.400154
ID_test_252,68.866554
ID_test_253,39.320560
ID_test_254,40.340275
ID_test_255,148.589600
ID_test_256,64.113815
ID_test_257,101.033623
ID_test_258,20.254595
ID_test_259,27.025362
ID_test_260,13.939895
ID_test_261,94.856133
ID_test_262,50.751942
ID_test_263,48.549770
ID_test_264,72.198074
ID_test_265,56.068165
ID_test_266,55.806416
ID_test_267,65.972359
ID_test_268,28.917173
ID_test_269,43.028984
ID_test_270,58.417564
ID_test_271,20.161087
ID_test_272,67.035728
ID_test_273,90.476013
ID_test_274,115.520691
ID_test_275,58.959644
ID_test_276,32.613853
ID_test_277,59.314205
ID_test_278,100.459579
ID_test_279,30.560598
ID_test_280,180.417374
ID_test_281,68.989746
ID_test_282,94.823074
ID_test_283,68.953934
ID_test_284,37.739552
ID_test_285,114.013123
ID_test_286,113.841599
ID_test_287,94.607124
ID_test_288,78.971977
ID_test_289,33.242584
ID_test_290,70.031563
ID_test_291,28.756634
ID_test_292,35.183605
ID_test_293,35.978397
ID_test_294,53.328545
ID_test_295,80.528656
ID_test_296,94.239609
ID_test_297,31.174143
ID_test_298,38.120754
ID_test_299,92.538704
ID_test_300,71.047211
ID_test_301,121.595238
ID_test_302,48.863091
ID_test_303,58.636959
ID_test_304,83.359390
ID_test_305,225.500061
ID_test_306,33.322315
ID_test_307,56.028645
ID_test_308,172.527039
ID_test_309,84.442383
ID_test_310,57.888645
ID_test_311,51.460449
ID_test_312,42.229034
ID_test_313,55.901627
ID_test_314,14.660991
ID_test_315,56.328606
ID_test_316,58.196003
ID_test_317,55.594410
ID_test_318,96.039368
ID_test_319,42.477131
ID_test_320,11.814692
ID_test_321,61.312279
ID_test_322,94.245705
ID_test_323,29.718302
ID_test_324,96.726379
ID_test_325,38.405331
ID_test_326,105.166183
ID_test_327,56.306511
ID_test_328,18.814970
ID_test_329,62.630959
ID_test_330,20.204222
ID_test_331,65.840614
ID_test_332,35.297245
ID_test_333,166.222977
ID_test_334,31.777018
ID_test_335,89.779099
ID_test_336,11.649305
ID_test_337,92.815659
ID_test_338,17.005934
ID_test_339,90.296326
ID_test_340,58.139278
ID_test_341,34.440228
ID_test_342,59.329880
ID_test_343,8.273368
ID_test_344,31.422171
ID_test_345,53.549873
ID_test_346,91.810242
ID_test_347,62.151257
ID_test_348,51.271698
ID_test_349,7.608649
ID_test_350,21.650469
ID_test_351,55.202541
ID_test_352,91.256004
ID_test_353,76.262367
ID_test_354,61.902939
ID_test_355,59.610481
ID_test_356,128.919235
ID_test_357,21.487926
ID_test_358,131.750351
ID_test_359,42.064266
ID_test_360,86.058823
ID_test_361,54.623642
ID_test_362,70.165169
ID_test_363,67.103638
ID_test_364,31.598948
ID_test_365,28.286600
ID_test_366,50.997723
ID_test_367,38.944950
ID_test_368,136.731110
ID_test_369,63.570892
ID_test_370,86.055008
ID_test_371,57.039219
ID_test_372,41.928715
ID_test_373,23.668310
ID_test_374,57.217037
ID_test_375,198.784958
ID_test_376,79.629913
ID_test_377,63.248375
ID_test_378,105.189705
ID_test_379,33.154236
ID_test_380,110.334015
ID_test_381,51.839836
ID_test_382,48.553265
ID_test_383,70.274132
ID_test_384,87.225662
ID_test_385,50.607750
ID_test_386,105.688507
ID_test_387,111.265945
ID_test_388,91.062080
ID_test_389,41.415085
ID_test_390,33.669033
ID_test_391,7.687772
ID_test_392,51.263081
ID_test_393,38.075672
ID_test_394,106.572151
ID_test_395,20.356785
ID_test_396,65.770264
ID_test_397,102.749611
ID_test_398,29.518934
ID_test_399,40.129238
ID_test_400,94.195221
ID_test_401,83.455261
ID_test_402,69.217224
ID_test_403,167.030533
ID_test_404,130.524429
ID_test_405,66.248978
ID_test_406,44.850014
ID_test_407,39.449432
ID_test_408,19.069281
ID_test_409,35.574177
ID_test_410,37.098923
ID_test_411,51.613556
ID_test_412,43.347752
ID_test_413,89.549164
ID_test_414,25.568865
ID_test_415,76.847527
ID_test_416,16.799425
ID_test_417,82.194244
ID_test_418,73.618996
ID_test_419,63.341965
ID_test_420,83.208641
ID_test_421,40.881660
ID_test_422,72.338707
ID_test_423,53.438099
ID_test_424,120.943436
ID_test_425,75.913254
ID_test_426,15.842531
ID_test_427,63.312794
ID_test_428,66.901588
ID_test_429,64.303665
ID_test_430,57.164230
ID_test_431,40.724617
ID_test_432,46.632137
ID_test_433,41.361320
ID_test_434,41.590240
ID_test_435,37.923336
ID_test_436,228.107529
ID_test_437,104.280693
ID_test_438,32.691807
ID_test_439,62.600281
ID_test_440,169.900421
ID_test_441,34.663769
ID_test_442,70.123070
ID_test_443,113.327316
ID_test_444,42.329716
ID_test_445,68.856689
ID_test_446,72.983337
ID_test_447,7.888266
ID_test_448,91.410515
ID_test_449,102.614639
ID_test_450,35.953548
ID_test_451,50.273808
ID_test_452,41.561558
ID_test_453,52.931896
ID_test_454,15.524343
ID_test_455,38.919785
ID_test_456,83.107666
ID_test_457,106.402138
ID_test_458,45.206577
ID_test_459,68.212181
ID_test_460,43.790699
ID_test_461,52.357296
ID_test_462,207.334778
ID_test_463,46.001289
ID_test_464,52.330349
ID_test_465,37.496716
ID_test_466,5.038872
ID_test_467,44.967785
ID_test_468,148.343460
ID_test_469,77.454224
ID_test_470,76.933067
ID_test_471,59.815220
ID_test_472,43.522770
ID_test_473,56.339222
ID_test_474,85.668640
ID_test_475,60.472420
ID_test_476,45.733868
ID_test_477,34.341339
ID_test_478,56.307774
ID_test_479,47.193493
ID_test_480,173.987488
ID_test_481,37.920048
ID_test_482,77.393150
ID_test_483,74.256653
ID_test_484,90.342209
ID_test_485,13.800858
ID_test_486,46.718864
ID_test_487,65.777016
ID_test_488,89.420616
ID_test_489,55.066505
ID_test_490,56.214607
ID_test_491,54.921337
ID_test_492,37.993736
ID_test_493,81.487648
ID_test_494,81.803612
ID_test_495,49.794933
ID_test_496,128.099335
ID_test_497,68.368248
ID_test_498,78.606003
ID_test_499,101.581970
ID_test_500,39.763977
ID_test_501,78.750420
ID_test_502,63.819149
ID_test_503,30.508759
ID_test_504,38.920414
ID_test_505,-5.439219
ID_test_506,92.495354
ID_test_507,53.808636
ID_test_508,4.811601
ID_test_509,12.771455
ID_test_510,60.231064
ID_test_511,55.672321
ID_test_512,38.524902
ID_test_513,79.595139
ID_test_514,-10.428462
ID_test_515,162.583282
ID_test_516,27.110647
ID_test_517,17.771364
ID_test_518,105.777504
ID_test_519,48.044464
ID_test_520,18.632364
ID_test_521,90.026268
ID_test_522,23.695644
ID_test_523,41.654125
ID_test_524,23.799028
ID_test_525,146.175903
ID_test_526,31.761274
ID_test_527,60.288956
ID_test_528,55.001106
ID_test_529,40.122417
ID_test_530,150.152969
ID_test_531,25.640942
ID_test_532,25.474255
ID_test_533,67.841820
ID_test_534,60.261799
ID_test_535,58.529530
ID_test_536,54.742832
ID_test_537,107.119530
ID_test_538,71.540710
ID_test_539,101.530167
ID_test_540,24.150841
ID_test_541,61.129005
ID_test_542,105.176476
ID_test_543,171.020432
ID_test_544,70.004318
ID_test_545,83.522057
ID_test_546,8.927127
ID_test_547,158.640030
ID_test_548,38.191776
ID_test_549,42.148659
ID_test_550,133.428680
ID_test_551,100.241470
ID_test_552,37.887661
ID_test_553,98.964760
ID_test_554,50.321938
ID_test_555,38.395813
ID_test_556,83.994102
ID_test_557,22.994429
ID_test_558,46.660423
ID_test_559,166.307373
ID_test_560,-0.027631
ID_test_561,46.764858
ID_test_562,44.574223
ID_test_563,131.619354
ID_test_564,91.687149
ID_test_565,56.486366
ID_test_566,165.076401
ID_test_567,61.859463
ID_test_568,65.180984
ID_test_569,69.114204
ID_test_570,44.412796
ID_test_571,88.834213
ID_test_572,48.298893
ID_test_573,74.038483
ID_test_574,45.400368
ID_test_575,47.238598
ID_test_576,31.834230
ID_test_577,25.884722
ID_test_578,93.075577
ID_test_579,89.041336
ID_test_580,49.655693
ID_test_581,51.576591
ID_test_582,16.643469
ID_test_583,1.262277
ID_test_584,74.706703
ID_test_585,25.195501
ID_test_586,81.442703
ID_test_587,27.139940
ID_test_588,72.448875
ID_test_589,76.979042
ID_test_590,73.291397
ID_test_591,168.206268
ID_test_592,86.920998
ID_test_593,72.744812
ID_test_594,16.589008
ID_test_595,10.866214
ID_test_596,61.340191
ID_test_597,4.551590
ID_test_598,41.657131
ID_test_599,51.557682
ID_test_600,89.357246
ID_test_601,49.200214
ID_test_602,44.935486
ID_test_603,50.437798
ID_test_604,29.776176
ID_test_605,26.391712
ID_test_606,65.439079
ID_test_607,123.971481
ID_test_608,16.196053
ID_test_609,59.867027
ID_test_610,77.094521
ID_test_611,17.224150
ID_test_612,116.698433
ID_test_613,111.083420
ID_test_614,107.183815
ID_test_615,38.462650
ID_test_616,64.742516
ID_test_617,45.185429
ID_test_618,70.430923
ID_test_619,47.538029
ID_test_620,77.279610
ID_test_621,-2.902356
ID_test_622,58.984730
ID_test_623,50.859333
ID_test_624,119.456665
ID_test_625,52.758247
ID_test_626,114.734467
ID_test_627,58.071751
ID_test_628,74.710808
ID_test_629,65.782410
ID_test_630,45.538685
ID_test_631,61.348156
ID_test_632,70.037346
ID_test_633,69.167107
ID_test_634,64.895241
ID_test_635,44.068085
ID_test_636,55.106861
ID_test_637,8.389038
ID_test_638,67.421425
ID_test_639,67.930275
ID_test_640,55.663948
ID_test_641,113.174469
ID_test_642,53.862640
ID_test_643,-10.445252
ID_test_644,64.113335
ID_test_645,24.699480
ID_test_646,51.813366
ID_test_647,122.711761
ID_test_648,74.324928
ID_test_649,21.931154
ID_test_650,62.788296
ID_test_651,51.722179
ID_test_652,23.181738
ID_test_653,50.349678
ID_test_654,97.036293
ID_test_655,130.294769
ID_test_656,90.975365
ID_test_657,180.025589
ID_test_658,91.446487
ID_test_659,260.785370
ID_test_660,18.118254
ID_test_661,92.471748
ID_test_662,28.810802
ID_test_663,33.559032
ID_test_664,85.883331
ID_test_665,46.011063
ID_test_666,40.966560
ID_test_667,198.608948
ID_test_668,56.705624
ID_test_669,27.324625
ID_test_670,156.794296
ID_test_671,14.598698
ID_test_672,36.561661
ID_test_673,190.074249
ID_test_674,76.818451
ID_test_675,45.812199
ID_test_676,53.798336
ID_test_677,53.513935
ID_test_678,51.155323
ID_test_679,69.576660
ID_test_680,172.405975
ID_test_681,159.335129
ID_test_682,28.417334
ID_test_683,83.883408
ID_test_684,54.287231
ID_test_685,37.035831
ID_test_686,96.293549
ID_test_687,122.175713
ID_test_688,44.468235
ID_test_689,46.841248
ID_test_690,57.078827
ID_test_691,40.621639
ID_test_692,67.210266
ID_test_693,30.727993
ID_test_694,47.201012
ID_test_695,40.872845
ID_test_696,45.020992
ID_test_697,48.723576
ID_test_698,97.884010
ID_test_699,71.954491
ID_test_700,42.835785
ID_test_701,75.170013
ID_test_702,53.838978
ID_test_703,37.804783
ID_test_704,43.943584
ID_test_705,37.698181
ID_test_706,63.737301
ID_test_707,61.275463
ID_test_708,46.845783
ID_test_709,51.253494
ID_test_710,44.292786
ID_test_711,52.969070
ID_test_712,57.085526
ID_test_713,53.457611
ID_test_714,188.124985
ID_test_715,73.112442
ID_test_716,72.190384
ID_test_717,92.739326
ID_test_718,73.362350
ID_test_719,75.829185
ID_test_720,39.376221
ID_test_721,114.580368
ID_test_722,49.379459
ID_test_723,72.633141
ID_test_724,103.346764
ID_test_725,30.234150
ID_test_726,32.662193
ID_test_727,42.011776
ID_test_728,43.515354
ID_test_729,11.098887
ID_test_730,-4.759225
ID_test_731,73.921448
ID_test_732,47.260292
ID_test_733,67.582916
ID_test_734,42.144779
ID_test_735,81.031906
ID_test_736,149.157990
ID_test_737,72.800903
ID_test_738,139.036804
ID_test_739,70.424713
ID_test_740,63.428490
ID_test_741,14.458636
ID_test_742,52.226681
ID_test_743,45.593300
ID_test_744,64.852882
ID_test_745,41.396065
ID_test_746,-1.563210
ID_test_747,65.812706
ID_test_748,105.946198
ID_test_749,56.792797
ID_test_750,56.766293
ID_test_751,-1.399405
ID_test_752,56.830471
ID_test_753,35.569336
ID_test_754,43.795238
ID_test_755,39.967323
ID_test_756,62.931797
ID_test_757,12.903832
ID_test_758,36.336864
ID_test_759,196.028259
ID_test_760,40.726536
ID_test_761,100.985664
ID_test_762,10.617657
ID_test_763,76.802315
ID_test_764,81.955292
ID_test_765,14.017411
ID_test_766,37.427898
ID_test_767,48.747993
ID_test_768,51.476814
ID_test_769,79.788376
ID_test_770,61.807468
ID_test_771,65.221344
ID_test_772,36.229549
ID_test_773,113.098442
ID_test_774,20.631319
ID_test_775,48.514530
ID_test_776,61.375996
ID_test_777,39.731213
ID_test_778,11.826623
ID_test_779,82.581314
ID_test_780,57.583012
ID_test_781,58.532978
ID_test_782,94.909447
ID_test_783,130.211472
ID_test_784,68.844772
ID_test_785,14.427640
ID_test_786,109.778839
ID_test_787,52.105785
ID_test_788,24.094339
ID_test_789,72.473633
ID_test_790,84.575668
ID_test_791,81.133797
ID_test_792,50.185978
ID_test_793,58.392517
ID_test_794,41.258774
ID_test_795,60.659943
ID_test_796,239.500427
ID_test_797,83.452271
ID_test_798,45.489239
ID_test_799,61.087566
ID_test_800,73.870430
ID_test_801,24.393517
ID_test_802,38.919758
ID_test_803,37.641842
ID_test_804,32.535671
ID_test_805,115.412514
ID_test_806,1.123088
ID_test_807,39.513748
ID_test_808,116.373535
ID_test_809,98.656883
ID_test_810,62.480282
ID_test_811,34.629128
ID_test_812,84.577019
ID_test_813,32.937695
ID_test_814,38.522247
ID_test_815,51.858330
ID_test_816,177.691498
ID_test_817,46.833469
ID_test_818,57.425083
ID_test_819,91.382927
ID_test_820,57.181145
ID_test_821,20.027269
ID_test_822,42.930138
ID_test_823,27.941679
ID_test_824,38.648354
ID_test_825,102.534500
ID_test_826,42.591541
ID_test_827,65.347969
ID_test_828,27.030313
ID_test_829,111.321060
ID_test_830,142.836624
ID_test_831,62.844532
ID_test_832,39.520313
ID_test_833,-7.521570
ID_test_834,151.613815
ID_test_835,56.760113
ID_test_836,28.508860
ID_test_837,46.191196
ID_test_838,116.028015
ID_test_839,98.617599
ID_test_840,56.904011
ID_test_841,58.741005
ID_test_842,16.534842
ID_test_843,59.917702
ID_test_844,36.137878
ID_test_845,42.502502
ID_test_846,31.831247
ID_test_847,58.664848
ID_test_848,45.996586
ID_test_849,104.887169
ID_test_850,11.805146
ID_test_851,39.566715
ID_test_852,83.746201
ID_test_853,26.488657
ID_test_854,46.771572
ID_test_855,36.078953
ID_test_856,89.309242
ID_test_857,51.135113
ID_test_858,131.543396
ID_test_859,39.599583
ID_test_860,61.861736
ID_test_861,92.017914
ID_test_862,110.606567
ID_test_863,53.041809
ID_test_864,44.795086
ID_test_865,81.415894
ID_test_866,48.748528
ID_test_867,53.091438
ID_test_868,108.832306
ID_test_869,72.159248
ID_test_870,35.498913
ID_test_871,24.313120
ID_test_872,55.395424
ID_test_873,68.460739
ID_test_874,39.919182
ID_test_875,72.856659
ID_test_876,181.672974
ID_test_877,49.967361
ID_test_878,77.577797
ID_test_879,46.427570
ID_test_880,21.238077
ID_test_881,45.825016
ID_test_882,53.636547
ID_test_883,51.192459
ID_test_884,38.697224
ID_test_885,29.299088
ID_test_886,45.917450
ID_test_887,47.798977
ID_test_888,23.661734
ID_test_889,44.665668
ID_test_890,24.997725
ID_test_891,57.434532
ID_test_892,73.510605
ID_test_893,43.397873
ID_test_894,122.078064
ID_test_895,61.755177
ID_test_896,63.701103
ID_test_897,40.673000
ID_test_898,35.715874
ID_test_899,48.514759
ID_test_900,84.090019
ID_test_901,48.277218
ID_test_902,42.095440
ID_test_903,40.306770
ID_test_904,80.788971
ID_test_905,53.888348
ID_test_906,33.392544
ID_test_907,210.957504
ID_test_908,25.328485
ID_test_909,58.180180
ID_test_910,182.429489
ID_test_911,101.630806
ID_test_912,59.588802
ID_test_913,51.398735
ID_test_914,91.253670
ID_test_915,49.891880
ID_test_916,38.818005
ID_test_917,43.491016
ID_test_918,42.814526
ID_test_919,42.420910
ID_test_920,52.228413
ID_test_921,33.597797
ID_test_922,52.548840
ID_test_923,205.099396
ID_test_924,103.327118
ID_test_925,47.754345
ID_test_926,206.877563
ID_test_927,32.636776
ID_test_928,35.515438
ID_test_929,27.463842
ID_test_930,33.704487
ID_test_931,89.805702
ID_test_932,42.878036
ID_test_933,34.999603
ID_test_934,108.108231
ID_test_935,26.020302
ID_test_936,37.939526
ID_test_937,62.138737
ID_test_938,38.169167
ID_test_939,69.826523
ID_test_940,55.186089
ID_test_941,181.664108
ID_test_942,9.905588
ID_test_943,114.736420
ID_test_944,63.422146
ID_test_945,37.643768
ID_test_946,34.538403
ID_test_947,-3.022675
ID_test_948,78.671677
ID_test_949,27.248568
ID_test_950,32.429249
ID_test_951,45.384609
ID_test_952,114.953560
ID_test_953,70.454155
ID_test_954,47.317097
ID_test_955,109.819870
ID_test_956,72.408493
ID_test_957,59.372070
ID_test_958,87.461388
ID_test_959,45.837147
ID_test_960,21.763815
ID_test_961,22.766392
ID_test_962,99.753899
ID_test_963,39.281094
ID_test_964,77.113144
ID_test_965,104.888458
ID_test_966,23.579838
ID_test_967,48.094490
ID_test_968,57.188663
ID_test_969,55.739834
ID_test_970,33.612141
ID_test_971,71.559616
ID_test_972,56.723148
ID_test_973,57.980564
ID_test_974,78.178940
ID_test_975,128.295471
ID_test_976,49.299824
ID_test_977,56.047241
ID_test_978,22.120861
ID_test_979,141.062485
ID_test_980,43.664711
ID_test_981,41.589188
ID_test_982,157.188507
ID_test_983,26.466831
ID_test_984,75.737900
ID_test_985,31.219915
ID_test_986,58.234020
ID_test_987,72.208672
ID_test_988,71.878212
ID_test_989,153.605270
ID_test_990,42.775551
ID_test_991,60.412033
ID_test_992,11.779382
ID_test_993,81.481606
ID_test_994,25.211222
ID_test_995,134.708176
ID_test_996,118.100685
ID_test_997,76.298340
ID_test_998,67.758667
ID_test_999,54.058376
ID_test_1000,66.173935
ID_test_1001,39.330620
ID_test_1002,148.229004
ID_test_1003,83.121895
ID_test_1004,53.054535
ID_test_1005,84.710739
ID_test_1006,47.145077
ID_test_1007,125.337738
ID_test_1008,100.246231
ID_test_1009,97.230453
ID_test_1010,48.630833
ID_test_1011,52.742470
ID_test_1012,120.466820
ID_test_1013,35.631306
ID_test_1014,54.549831
ID_test_1015,45.648861
ID_test_1016,25.035803
ID_test_1017,47.097042
ID_test_1018,31.857212
ID_test_1019,51.173008
ID_test_1020,82.281601
ID_test_1021,155.757828
ID_test_1022,40.172440
ID_test_1023,30.335363
ID_test_1024,36.765491
ID_test_1025,46.670780
ID_test_1026,63.497910
ID_test_1027,23.563719
ID_test_1028,39.806881
ID_test_1029,29.963938
ID_test_1030,116.739372
ID_test_1031,40.659668
ID_test_1032,57.224030
ID_test_1033,43.123196
ID_test_1034,40.992947
ID_test_1035,101.504921
ID_test_1036,18.309780
ID_test_1037,60.681286
ID_test_1038,47.213264
ID_test_1039,109.228455
ID_test_1040,35.425362
ID_test_1041,43.933140
ID_test_1042,154.486084
ID_test_1043,128.586060
ID_test_1044,105.980431
ID_test_1045,26.262192
ID_test_1046,14.175501
ID_test_1047,30.039940
ID_test_1048,95.790741
ID_test_1049,33.636402
ID_test_1050,172.614029
ID_test_1051,37.554062
ID_test_1052,53.857769
ID_test_1053,111.650024
ID_test_1054,36.472553
ID_test_1055,68.685837
ID_test_1056,44.440456
ID_test_1057,76.407898
ID_test_1058,116.076347
ID_test_1059,122.261925
ID_test_1060,63.615841
ID_test_1061,34.552055
ID_test_1062,56.140160
ID_test_1063,56.446136
ID_test_1064,149.367126
ID_test_1065,56.654255
ID_test_1066,51.666283
ID_test_1067,74.236664
ID_test_1068,76.389832
ID_test_1069,142.133438
ID_test_1070,106.218086
ID_test_1071,69.224045
ID_test_1072,44.368408
ID_test_1073,43.617901
ID_test_1074,40.925110
ID_test_1075,54.624878
ID_test_1076,93.566208
ID_test_1077,46.628651
ID_test_1078,143.502670
ID_test_1079,27.823088
ID_test_1080,76.545593
ID_test_1081,73.800026
ID_test_1082,60.968708
ID_test_1083,128.782440
ID_test_1084,45.170368
ID_test_1085,59.801899
ID_test_1086,95.174484
ID_test_1087,54.564934
ID_test_1088,52.189941
ID_test_1089,46.036888
ID_test_1090,52.298183
ID_test_1091,51.360474
ID_test_1092,34.773247
ID_test_1093,19.022415
ID_test_1094,33.243320
ID_test_1095,11.426374
ID_test_1096,42.563557
ID_test_1097,79.588982
ID_test_1098,48.732407
ID_test_1099,84.104927
ID_test_1100,48.095314
ID_test_1101,35.566521
ID_test_1102,30.734505
ID_test_1103,51.181976
ID_test_1104,9.181653
ID_test_1105,82.400589
ID_test_1106,76.329712
ID_test_1107,91.849022
ID_test_1108,61.413990
ID_test_1109,68.739372
ID_test_1110,47.350788
ID_test_1111,46.070194
ID_test_1112,60.675541
ID_test_1113,166.720123
ID_test_1114,143.069717
ID_test_1115,40.049328
ID_test_1116,29.377161
ID_test_1117,44.634090
ID_test_1118,22.286079
ID_test_1119,44.508202
ID_test_1120,162.311874
ID_test_1121,38.720039
ID_test_1122,209.519333
ID_test_1123,55.825386
ID_test_1124,61.905708
ID_test_1125,38.108959
ID_test_1126,80.355026
ID_test_1127,171.047531
ID_test_1128,43.646923
ID_test_1129,59.803486
ID_test_1130,158.977402
ID_test_1131,26.909145
ID_test_1132,100.729881
ID_test_1133,51.689812
ID_test_1134,76.267075
ID_test_1135,19.273542
ID_test_1136,96.298897
ID_test_1137,87.685043
ID_test_1138,12.628680
ID_test_1139,125.754211
ID_test_1140,42.355190
ID_test_1141,30.087368
ID_test_1142,216.706848
ID_test_1143,13.290393
ID_test_1144,107.064613
ID_test_1145,52.616158
ID_test_1146,38.288483
ID_test_1147,227.683121
ID_test_1148,38.823341
ID_test_1149,25.324608
ID_test_1150,200.125595
